"id","filename","property","value","language","translation","translation_language","detected_input_lang","detected_output_lang","is_successed","score","is_approved","is_verified","verified_at","notes","translation_time","input_size","output_size","size_difference","created_at","updated_at","is_duplicated","duplication_count"
11,about.json,story.content[0],"Restaurants today rely on fragmented systems: POS, reservations, staff coordination, and guest interactions all live in separate tools.",English,تعتمد المطاعم اليوم على أنظمة منفصلة: أنظمة نقاط البيع، والحجوزات، وإدارة الموظفين، والتواصل مع العملاء، كلها موجودة في أدوات منفصلة.,Arabic,en,ar,true,,true,true,2026-04-28 10:58:22.038 +0100,"",1.7158279061317443,135,133,0.014814814814814815,2026-04-28 10:57:26.323 +0100,2026-04-28 10:58:22.038 +0100,false,1
12,about.json,story.content[1],"This creates friction at every level — slowing service, increasing errors, and limiting growth.",English,يؤدي هذا التشتت إلى مشاكل في كل جانب - مما يبطئ الخدمة، ويزيد الأخطاء، ويعيق النمو.,Arabic,en,ar,true,,true,true,2026-04-28 10:58:27.124 +0100,"",1.7158279061317443,95,83,0.12631578947368421,2026-04-28 10:57:26.323 +0100,2026-04-28 10:58:27.124 +0100,false,1
13,about.json,story.content[2],We built Osoul to fix that.,English,لقد قمنا بتطوير Osoul لحل هذه المشكلة.,Arabic,en,ar,true,,true,true,2026-04-28 10:58:31.895 +0100,"",1.7158279061317443,27,38,0.4074074074074074,2026-04-28 10:57:26.323 +0100,2026-04-28 10:58:31.895 +0100,false,1
14,about.json,story.content[3],"A single, unified system that connects every part of the restaurant in real time.",English,نظام واحد ومتكامل يربط جميع جوانب المطعم في الوقت الفعلي.,Arabic,en,ar,true,,true,true,2026-04-28 10:58:36.903 +0100,"",1.7158279061317443,81,57,0.2962962962962963,2026-04-28 10:57:26.323 +0100,2026-04-28 10:58:36.903 +0100,false,1
15,about.json,mission.badge,Our Mission,English,مهمتنا,Arabic,fr,ar,true,,true,true,2026-04-28 10:58:41.596 +0100,"",1.7158279061317443,11,6,0.45454545454545453,2026-04-28 10:57:26.323 +0100,2026-04-28 10:58:41.596 +0100,false,1
16,about.json,mission.title,Bring Flow Back to Hospitality,English,إعادة الحياة إلى عالم الضيافة,Arabic,en,ar,true,,true,true,2026-04-28 10:58:46.268 +0100,"",1.7158279061317443,30,29,0.03333333333333333,2026-04-28 10:57:26.323 +0100,2026-04-28 10:58:46.268 +0100,false,1
17,about.json,mission.description,We believe restaurants should operate like a seamless system — not a collection of disconnected tools.,English,نحن نؤمن بأن المطاعم يجب أن تعمل كنظام متكامل - وليس مجرد مجموعة من الأدوات المنفصلة.,Arabic,en,ar,true,,true,true,2026-04-28 10:58:51.428 +0100,"",1.7158279061317443,102,85,0.16666666666666666,2026-04-28 10:57:26.323 +0100,2026-04-28 10:58:51.428 +0100,false,1
18,about.json,mission.items[0].title,Simplify Operations,English,تبسيط العمليات,Arabic,en,ar,true,,true,true,2026-04-28 10:58:56.074 +0100,"",1.7158279061317443,19,14,0.2631578947368421,2026-04-28 10:57:26.323 +0100,2026-04-28 10:58:56.074 +0100,false,1
19,about.json,mission.items[0].desc,Remove complexity so teams can focus on what matters.,English,إزالة التعقيد لكي يتمكن فريقك من التركيز على الأمور الأكثر أهمية.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:01.159 +0100,"",1.7158279061317443,53,65,0.22641509433962265,2026-04-28 10:57:26.323 +0100,2026-04-28 10:59:01.159 +0100,false,1
20,about.json,mission.items[1].title,Empower Staff,English,تمكين الموظفين,Arabic,en,ar,true,,true,true,2026-04-28 10:59:05.858 +0100,"",1.7158279061317443,13,14,0.07692307692307693,2026-04-28 10:57:26.323 +0100,2026-04-28 10:59:05.858 +0100,false,1
21,about.json,mission.items[1].desc,Give teams tools that reduce stress and increase earnings.,English,ارفعوا مستوى أداء مطاعمكم: أدوات تقلل التوتر وتزيد الأرباح.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:10.950 +0100,"",1.3022130131721497,58,59,0.017241379310344827,2026-04-28 10:58:36.692 +0100,2026-04-28 10:59:10.950 +0100,false,1
22,about.json,mission.items[2].title,Enhance Guest Experience,English,ارتقاء بتجربة الضيف.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:15.583 +0100,"",1.3022130131721497,24,20,0.16666666666666666,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:15.583 +0100,false,1
23,about.json,mission.items[2].desc,"Make every interaction faster, smoother, and more enjoyable.",English,اجعلوا كل تفاعل أسرع، وأكثر سلاسة، وأكثر متعة.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:20.587 +0100,"",1.3022130131721497,60,46,0.23333333333333334,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:20.587 +0100,false,1
24,about.json,mission.items[3].title,Enable Growth,English,تمكين النمو والازدهار.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:25.211 +0100,"",1.3022130131721497,13,22,0.6923076923076923,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:25.211 +0100,false,1
25,about.json,mission.items[3].desc,Help restaurants scale without adding operational chaos.,English,ساعدوا المطاعم على التوسع والنمو، دون تعقيدات إضافية في العمليات.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:30.412 +0100,"",1.3022130131721497,56,65,0.16071428571428573,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:30.412 +0100,false,1
26,about.json,vision.badge,Our Vision,English,رؤيتنا.,Arabic,fr,ar,true,,true,true,2026-04-28 10:59:35.044 +0100,"",1.3022130131721497,10,7,0.3,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:35.044 +0100,false,1
238,landing.json,customer_feedbacks.quoteCards[4].role,"Owner, The French Table",English,مالك، The French Table,Arabic,en,en,false,,true,true,2026-04-28 12:13:34.713 +0100,"",0.0,23,22,0.043478260869565216,2026-04-28 11:15:26.483 +0100,2026-04-28 12:13:34.713 +0100,true,5
544,solutions.json,benefits.items[1].desc,No POS terminals or kiosks. Use the devices you already have.,English,لا حاجة لأجهزة نقاط البيع أو أكشاك إضافية. استخدم الأجهزة الموجودة لديك.,Arabic,en,ar,true,,true,true,2026-04-28 12:17:36.893 +0100,"",1.4862411975860597,61,72,0.18032786885245902,2026-04-28 11:48:07.661 +0100,2026-04-28 12:17:36.893 +0100,true,2
27,about.json,vision.title,The Future of Restaurant Operations,English,مستقبل عمليات المطاعم.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:39.675 +0100,"",1.3022130131721497,35,22,0.37142857142857144,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:39.675 +0100,false,1
28,about.json,vision.description,"We’re building the operating system for modern restaurants — where everything is connected, real-time, and effortless.",English,نحن نبني نظام تشغيل متكامل للمطاعم الحديثة: نظام يربط كل شيء، ويعمل في الوقت الفعلي، ويسهل الاستخدام.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:44.782 +0100,"",1.3022130131721497,118,101,0.1440677966101695,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:44.782 +0100,false,1
29,about.json,vision.points[0],No hardware dependencies,English,لا حاجة لأجهزة إضافية.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:54.295 +0100,"",1.3022130131721497,24,22,0.08333333333333333,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:54.295 +0100,false,1
30,about.json,vision.points[1],Fully mobile-first experiences,English,تجربة متكاملة ومثالية للاستخدام على الأجهزة المحمولة.,Arabic,en,ar,true,,true,true,2026-04-28 10:59:59.109 +0100,"",1.3022130131721497,30,53,0.7666666666666667,2026-04-28 10:58:41.797 +0100,2026-04-28 10:59:59.109 +0100,false,1
31,about.json,vision.points[2],Real-time operational intelligence,English,ذكاء تشغيلي فوري ومباشر.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:03.823 +0100,"",1.3022130131721497,34,24,0.29411764705882354,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:03.823 +0100,false,1
32,about.json,vision.points[3],"Global-ready, multi-cultural systems",English,حلول عالمية ومتوافقة مع مختلف الثقافات.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:08.729 +0100,"",1.3022130131721497,36,39,0.08333333333333333,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:08.729 +0100,false,1
33,about.json,values.badge,Our Values,English,قيمنا.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:13.446 +0100,"",1.3022130131721497,10,6,0.4,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:13.446 +0100,false,1
34,about.json,values.title,What We Stand For,English,ما نؤمن به.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:18.116 +0100,"",1.3022130131721497,17,11,0.35294117647058826,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:18.116 +0100,false,1
35,about.json,values.items[0].title,Authenticity,English,الأصالة.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:22.764 +0100,"",1.3022130131721497,12,8,0.3333333333333333,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:22.764 +0100,false,1
36,about.json,values.items[0].desc,Technology should enhance hospitality — not replace its human essence.,English,يجب أن تعزز التكنولوجيا الضيافة، ولا أن تحل محل الجانب الإنساني فيها.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:27.884 +0100,"",1.3022130131721497,70,69,0.014285714285714285,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:27.884 +0100,false,1
37,about.json,values.items[1].title,Simplicity,English,البساطة.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:32.595 +0100,"",1.3022130131721497,10,8,0.2,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:32.595 +0100,false,1
38,about.json,values.items[1].desc,Powerful systems should feel effortless to use.,English,يجب أن تكون الأنظمة القوية سهلة الاستخدام.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:37.357 +0100,"",1.3022130131721497,47,42,0.10638297872340426,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:37.357 +0100,false,1
39,about.json,values.items[2].title,Efficiency,English,الكفاءة.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:41.961 +0100,"",1.3022130131721497,10,8,0.2,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:41.961 +0100,false,1
40,about.json,values.items[2].desc,Every feature should reduce friction and save time.,English,يجب أن تقلل كل ميزة من التعقيد وتوفر الوقت.,Arabic,en,ar,true,,true,true,2026-04-28 11:00:46.729 +0100,"",1.3022130131721497,51,43,0.1568627450980392,2026-04-28 10:58:41.797 +0100,2026-04-28 11:00:46.729 +0100,false,1
41,about.json,values.items[3].title,Collaboration,English,التعاون,Arabic,fr,ar,true,,true,true,2026-04-28 11:00:51.543 +0100,"",1.5258506536483765,13,7,0.46153846153846156,2026-04-28 11:00:05.262 +0100,2026-04-28 11:00:51.543 +0100,false,1
43,about.json,difference.badge,What Makes Us Different,English,ما الذي يميزنا؟,Arabic,en,ar,true,,true,true,2026-04-28 11:00:56.251 +0100,"",1.5258506536483765,23,15,0.34782608695652173,2026-04-28 11:00:10.462 +0100,2026-04-28 11:00:56.251 +0100,false,1
48,about.json,difference.items[1].desc,We replace multiple tools with one unified platform.,English,نحن نستبدل مجموعة من الأدوات بمنصة موحدة.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:01.061 +0100,"",1.5258506536483765,52,41,0.21153846153846154,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:01.061 +0100,false,1
45,about.json,difference.items[0].title,We Don’t Sell Hardware,English,نحن لا نبيع أجهزة.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:05.707 +0100,"",1.5258506536483765,22,18,0.18181818181818182,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:05.707 +0100,false,1
46,about.json,difference.items[0].desc,Our system runs entirely on devices you already have.,English,يعمل نظامنا بالكامل على الأجهزة التي تمتلكونها بالفعل.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:10.486 +0100,"",1.5258506536483765,53,54,0.018867924528301886,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:10.486 +0100,false,1
47,about.json,difference.items[1].title,We Don’t Add Complexity,English,نحن لا نضيف تعقيدًا.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:15.136 +0100,"",1.5258506536483765,23,20,0.13043478260869565,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:15.136 +0100,false,1
44,about.json,difference.title,More Than a POS. A New Operating Model.,English,أكثر من مجرد نظام نقاط بيع (POS). إنه نموذج تشغيل جديد.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:19.942 +0100,"",1.5258506536483765,39,55,0.41025641025641024,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:19.942 +0100,false,1
49,about.json,difference.items[2].title,We Don’t Just Track Data,English,نحن لا نكتفي بتتبع البيانات.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:24.713 +0100,"",1.5258506536483765,24,28,0.16666666666666666,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:24.713 +0100,false,1
50,about.json,difference.items[2].desc,We provide real-time insights you can act on instantly.,English,نحن نقدم رؤى تحليلية فورية تمكنكم من اتخاذ قرارات مستنيرة على الفور.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:29.839 +0100,"",1.5258506536483765,55,68,0.23636363636363636,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:29.839 +0100,false,1
42,about.json,values.items[3].desc,"Great service happens when everyone is aligned — guests, staff, and management.",English,الخدمة المتميزة تتحقق عندما يسود التناغم بين جميع الأطراف: الضيوف، الموظفين، والإدارة.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:34.960 +0100,"",1.5258506536483765,79,86,0.08860759493670886,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:34.960 +0100,false,1
51,about.json,difference.items[3].title,We Don’t Replace Humans,English,نحن لا نستغني عن العنصر البشري.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:39.874 +0100,"",1.5258506536483765,23,31,0.34782608695652173,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:39.874 +0100,false,1
52,about.json,difference.items[3].desc,We amplify human service and connection.,English,نحن نعزز الخدمة الشخصية والتواصل.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:44.687 +0100,"",1.5258506536483765,40,33,0.175,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:44.687 +0100,false,1
53,about.json,team.badge,Our Team,English,فريقنا,Arabic,en,ar,true,,true,true,2026-04-28 11:01:49.395 +0100,"",1.5258506536483765,8,6,0.25,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:49.395 +0100,false,1
239,landing.json,customer_feedbacks.quoteCards[5].quote,"We reduced wait times by over 40% in the first month. Orders flow directly from guests to the kitchen, and our staff finally has breathing room during peak hours.",English,لقد نجحنا في تقليل أوقات الانتظار بأكثر من 40٪ خلال الشهر الأول. تتدفق الطلبات مباشرة من العملاء إلى المطبخ، مما يمنح فريق العمل مساحة أكبر للعمل بكفاءة خلال أوقات الذروة.,Arabic,en,ar,true,,true,true,2026-04-28 12:13:40.519 +0100,"",0.0,162,171,0.05555555555555555,2026-04-28 11:15:26.483 +0100,2026-04-28 12:13:40.519 +0100,true,5
542,solutions.json,benefits.items[0].desc,Go from setup to live service in just a few hours — no technical overhead.,English,انتقل من مرحلة الإعداد إلى مرحلة التشغيل الفعلي في غضون ساعات قليلة - بدون أي تعقيدات تقنية.,Arabic,en,ar,true,,true,true,2026-04-28 12:18:01.613 +0100,"",1.4862411975860597,74,92,0.24324324324324326,2026-04-28 11:48:07.661 +0100,2026-04-28 12:18:01.613 +0100,true,2
64,about.json,cta_banner.cta_primary,Start Free Trial →,English,ابدأ تجربتك المجانية ←,Arabic,en,ar,true,,true,true,2026-04-28 12:12:49.111 +0100,"",0.0,18,22,0.2222222222222222,2026-04-28 11:00:30.125 +0100,2026-04-28 12:12:49.111 +0100,true,7
54,about.json,team.title,Built by Builders Who Understand Systems,English,بُنيَت بِسُهولٍ تَعرفونَ على الأنظمة.,Arabic,en,ar,true,,true,true,2026-04-28 11:01:54.195 +0100,"",1.5258506536483765,40,37,0.075,2026-04-28 11:00:10.462 +0100,2026-04-28 11:01:54.195 +0100,false,1
1456,manager.json,menu.items[2].status_avail,Available,English,Disponible,French,en,fr,true,,true,true,2026-04-28 19:47:49.153 +0100,"",0.8856929470511044,9,10,0.1111111111111111,2026-04-28 18:52:35.615 +0100,2026-04-28 19:47:49.153 +0100,false,1
56,about.json,team.points[0],Deep expertise in distributed systems and real-time platforms,English,خبرة واسعة في الأنظمة الموزعة والمنصات التي تعمل في الوقت الفعلي.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:08.645 +0100,"",1.5258506536483765,61,65,0.06557377049180328,2026-04-28 11:00:10.462 +0100,2026-04-28 11:02:08.645 +0100,false,1
57,about.json,team.points[1],"Experience building high-availability, scalable products",English,خبرة في بناء منتجات تتميز بأعلى مستويات التوفر وقابلية التوسع.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:13.760 +0100,"",1.5258506536483765,56,62,0.10714285714285714,2026-04-28 11:00:10.462 +0100,2026-04-28 11:02:13.760 +0100,false,1
58,about.json,team.points[2],Strong focus on user experience and simplicity,English,تركيز قوي على تجربة المستخدم وسهولة الاستخدام.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:18.890 +0100,"",1.5258506536483765,46,46,0.0,2026-04-28 11:00:10.462 +0100,2026-04-28 11:02:18.890 +0100,false,1
59,about.json,team.points[3],"Commitment to open, modular, and future-proof architectures",English,التزام بهياكل مفتوحة، وقابلية للتوسع، ومستقبلية.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:23.967 +0100,"",1.5258506536483765,59,48,0.1864406779661017,2026-04-28 11:00:10.462 +0100,2026-04-28 11:02:23.967 +0100,false,1
60,about.json,closing.title,We’re Just Getting Started,English,نحن في بداية رحلتنا.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:28.547 +0100,"",1.5258506536483765,26,20,0.23076923076923078,2026-04-28 11:00:10.462 +0100,2026-04-28 11:02:28.547 +0100,false,1
61,about.json,closing.description,Osoul is more than a product — it’s a new way of thinking about restaurant operations. And we’re building it together with the people who use it every day.,English,أصول ليست مجرد منتج، بل هي رؤية جديدة لإدارة المطاعم. نحن نصممها بالتعاون مع المستخدمين الذين يعملون بها يوميًا.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:34.077 +0100,"",2.2921199798583984,155,112,0.27741935483870966,2026-04-28 11:00:24.923 +0100,2026-04-28 11:02:34.077 +0100,false,1
62,about.json,cta_banner.title,Join the Future of Restaurant Operations,English,انضموا إلينا في رسم ملامح مستقبل إدارة المطاعم.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:38.844 +0100,"",2.2921199798583984,40,47,0.175,2026-04-28 11:00:30.125 +0100,2026-04-28 11:02:38.844 +0100,false,1
65,about.json,cta_banner.cta_secondary,Book a Demo,English,احجزوا عرضًا توضيحيًا الآن.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:43.499 +0100,"",2.2921199798583984,11,27,1.4545454545454546,2026-04-28 11:00:30.125 +0100,2026-04-28 11:02:43.499 +0100,false,1
63,about.json,cta_banner.description,Start your journey with Osoul today.,English,ابدأوا رحلتكم مع أصول اليوم.,Arabic,en,ar,true,,true,true,2026-04-28 11:02:56.847 +0100,"",2.2921199798583984,36,28,0.2222222222222222,2026-04-28 11:00:30.125 +0100,2026-04-28 11:02:56.847 +0100,false,1
66,competitive.json,badge,Why Osoul,English,"لماذا ""أصول""؟",Arabic,en,ar,true,,true,true,2026-04-28 11:03:01.527 +0100,"",1.837201520016319,9,13,0.4444444444444444,2026-04-28 11:01:58.214 +0100,2026-04-28 11:03:01.527 +0100,false,1
70,competitive.json,cta_secondary,Compare Plans,English,مقارنة بين الباقات,Arabic,en,ar,true,,true,true,2026-04-28 11:03:06.181 +0100,"",1.837201520016319,13,18,0.38461538461538464,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:06.181 +0100,false,1
894,competitive.json,badge,Why Osoul,English,Pourquoi Osoul,French,en,fr,true,,true,true,2026-04-28 12:45:51.660 +0100,"",1.6695122593327572,9,14,0.5555555555555556,2026-04-28 12:18:30.158 +0100,2026-04-28 12:45:51.660 +0100,false,1
68,competitive.json,description,Legacy POS systems were designed to process payments. Modern restaurants need systems that optimize the entire dining experience — from the first interaction to the final payment and beyond.,English,صُمّمت أنظمة نقاط البيع التقليدية لمعالجة المدفوعات فقط. أما المطاعم الحديثة، فتحتاج إلى أنظمة شاملة تعمل على تحسين تجربة العميل بشكل كامل، بدءًا من اللحظة الأولى وحتى ما بعد الدفع.,Arabic,en,ar,true,,true,true,2026-04-28 11:03:16.681 +0100,"",1.837201520016319,190,181,0.04736842105263158,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:16.681 +0100,false,1
67,competitive.json,title,Why Restaurants Are Moving Beyond Traditional POS,English,لماذا تتجه المطاعم نحو حلول تتجاوز أنظمة نقاط البيع التقليدية؟,Arabic,en,ar,true,,true,true,2026-04-28 11:03:21.794 +0100,"",1.837201520016319,49,62,0.2653061224489796,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:21.794 +0100,false,1
71,competitive.json,intro.title,The Problem with Traditional POS,English,التحديات التي تواجهها أنظمة نقاط البيع التقليدية,Arabic,en,ar,true,,true,true,2026-04-28 11:03:26.861 +0100,"",1.837201520016319,32,48,0.5,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:26.861 +0100,false,1
72,competitive.json,intro.points[0],"Built around transactions, not service experience",English,التركيز على المعاملات بدلاً من تجربة الخدمة,Arabic,en,ar,true,,true,true,2026-04-28 11:03:31.628 +0100,"",1.837201520016319,49,43,0.12244897959183673,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:31.628 +0100,false,1
73,competitive.json,intro.points[1],Dependent on expensive hardware and fixed setups,English,الاعتماد على أجهزة باهظة الثمن وإعدادات غير مرنة,Arabic,en,ar,true,,true,true,2026-04-28 11:03:36.409 +0100,"",1.837201520016319,48,48,0.0,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:36.409 +0100,false,1
74,competitive.json,intro.points[2],Fragmented across multiple tools and systems,English,التشتت عبر أدوات وأنظمة متعددة,Arabic,en,ar,true,,true,true,2026-04-28 11:03:41.466 +0100,"",1.837201520016319,44,30,0.3181818181818182,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:41.466 +0100,false,1
75,competitive.json,intro.points[3],Limited visibility into real-time operations,English,رؤية محدودة للعمليات في الوقت الفعلي,Arabic,en,ar,true,,true,true,2026-04-28 11:03:46.246 +0100,"",1.837201520016319,44,36,0.18181818181818182,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:46.246 +0100,false,1
76,competitive.json,intro.points[4],No built-in growth or customer engagement layer,English,غياب آلية متكاملة للنمو أو التفاعل مع العملاء,Arabic,en,ar,true,,true,true,2026-04-28 11:03:51.012 +0100,"",1.837201520016319,47,45,0.0425531914893617,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:51.012 +0100,false,1
77,competitive.json,comparison_sections[0].title,Service vs Transactions,English,الخدمة مقابل المعاملات,Arabic,en,ar,true,,true,true,2026-04-28 11:03:55.697 +0100,"",1.837201520016319,23,22,0.043478260869565216,2026-04-28 11:02:03.314 +0100,2026-04-28 11:03:55.697 +0100,false,1
78,competitive.json,comparison_sections[0].legacy,Traditional POS systems focus on completing transactions — taking orders and processing payments.,English,تركز أنظمة نقاط البيع التقليدية على إتمام المعاملات: أخذ الطلبات ومعالجة المدفوعات.,Arabic,en,ar,true,,true,true,2026-04-28 11:04:00.816 +0100,"",1.837201520016319,97,83,0.14432989690721648,2026-04-28 11:02:03.314 +0100,2026-04-28 11:04:00.816 +0100,false,1
79,competitive.json,comparison_sections[0].smart_table,"Osoul optimizes the full service journey — from browsing to ordering, serving, paying, and returning.",English,"تُحسّن ""أصول"" التجربة الكاملة للخدمة، بدءًا من التصفح وحتى الطلب والتقديم والدفع وإعادة الزيارة.",Arabic,en,ar,true,,true,true,2026-04-28 11:04:06.244 +0100,"",1.837201520016319,101,96,0.04950495049504951,2026-04-28 11:02:03.314 +0100,2026-04-28 11:04:06.244 +0100,false,1
